moderator,market,productivity,utilisation,handling_time,accuracy,ad_capacity,final_score
1702773810415617,"[""TW""]",363.7,0.896666667,84692,0.567,326.11766678789996,0.8562723954767022
6853135,"[""GB"", ""KZ"", ""IE""]",0.0,0.0,0,0.567,0.0,0.49570639308529624
2229777,"[""US"", ""CA""]",0.0,0.0,0,0.571,0.0,0.4992034399500956
5827188,"[""US"", ""CA""]",37.2,0.0,3103,0.571,0.0,0.49891901754089585
1130028,"[""UA"", ""RU"", ""GB"", ""IE""]",345.53,0.4834375,10546,0.571,167.04215937499998,0.6290273216580913
5538770,"[""AT"", ""CH"", ""DE""]",11.73,0.9465,729,0.579,11.102445000000001,0.733075451255346
7313876,"[""US"", ""CA""]",0.0,0.0,0,0.58,0.0,0.5070717953958939
9377976,"[""US"", ""CA""]",498.2966667,0.770493056,70516,0.586,383.9341215202964,0.8420406859235198
1686638,"[""GB"", ""IE"", ""FR""]",256.68,0.24525,61710,0.587,62.95077,0.5578863672360503
5207032,"[""US"", ""CA""]",600.1575,0.574958333,68917,0.593,345.0655557374475,0.782215181964314
7062657,"[""GB"", ""IE""]",219.3175,0.700385417,85995,0.594,153.6067786928975,0.7012121540996004
1532312,"[""US"", ""CA""]",366.8475,0.896989583,108735,0.595,329.0583860495925,0.8719642428457431
1769753719517185,"[""DE""]",328.1025,0.818875,93288,0.595,268.6749346875,0.8093422844482182
1768474128071697,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",366.3393939,0.743222222,87479,0.6,272.27157834049126,0.7817059728922462
7176755,"[""PK""]",82.8025,0.611177083,64443,0.6,50.6069904151075,0.6163659724550401
6393291,"[""US"", ""CA""]",0.0,0.0,0,0.6,0.0,0.5245570297198903
1672130307320838,"[""US"", ""CA""]",74.85866667,0.510672222,63907,0.605,38.22824164432624,0.5698107437358869
3500723,"[""SA"", ""OM"", ""QA"", ""AE"", ""TR"", ""PK"", ""KW"", ""MA"", ""EG"", ""LB""]",0.0,0.0,0,0.608,0.0,0.5315511234494887
1762882575703090,"[""BR""]",0.0,0.0,0,0.608,0.0,0.5315511234494888
2658971,"[""US"", ""CA""]",309.22,0.73578125,43140,0.609,227.51827812500002,0.7638988150597802
2568713,"[""MX"", ""CO"", ""CL"", ""AR"", ""PE"", ""BR""]",313.8233333,0.871395833,74361,0.612,273.46434493579017,0.8448229623106861
1703396498337794,"[""US"", ""CA""]",43.875,0.587770833,34076,0.615,25.788445297875,0.6040807339535769
1707817,"[""JP""]",7.89,0.05984375,4174,0.615,0.4721671875,0.5376593727286572
7889705,"[""US"", ""CA""]",336.7,0.89046875,112190,0.615,299.820828125,0.8655357095720886
2963527,"[""UA"", ""RU"", ""GB"", ""IE""]",995.9475,0.716145833,70262,0.624,713.2436520117675,1.0000000000000002
2096662,"[""US"", ""CA""]",311.3266667,0.785479167,65690,0.624,244.54061082440262,0.7982829975418713
6587921,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",708.415,0.262005208,80483,0.63,185.60841942532,0.6306057588734212
9160222,"[""US""]",207.935,0.782010417,79876,0.63,162.607336058895,0.758775744511195
5655869,"[""US""]",326.69,0.944739583,117101,0.632,308.63697437027,0.899652811059291
2536138,"[""US"", ""CA""]",274.6975,0.857046875,97863,0.632,235.4286339453125,0.8269948474172379
5100109,"[""US"", ""CA""]",400.635,0.795947917,99776,0.632,318.884593727295,0.8419466556225719
1852276,"[""GB"", ""IE""]",800.0075,0.7703125,78985,0.633,616.25577734375,0.9797296833794047
8220976,"[""US"", ""CA""]",0.0,0.0,0,0.634,0.0,0.5050822563833102
2392803,"[""US"", ""CA""]",403.0366667,0.798673611,87517,0.634,321.89474995869244,0.84642380021342
7626565,"[""UA"", ""RU"", ""GB"", ""IE""]",138.6875,0.255369792,31434,0.635,35.416598027999996,0.5285166586349469
1769753698840577,"[""DE""]",125.2966667,0.689826389,59613,0.636,86.43294714339756,0.6860962881906266
2807893,"[""US"", ""CA""]",327.635,0.780052083,88687,0.638,255.572364213705,0.807794762495545
1707735160255489,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",391.68,0.613129167,99828,0.641,240.15043213056,0.7296199269047109
2363865,"[""US"", ""CA""]",441.985,0.769447917,86377,0.643,340.08443759524505,0.8479227112634872
9381993,"[""UA"", ""RU"", ""GB"", ""IE""]",0.0,0.0,0,0.643,0.0,0.5122521937767641
2570177,"[""JP""]",196.355,0.345260417,215718,0.644,67.79360918003499,0.5581285163549325
2277251,"[""PH""]",22.0375,1.046921875,2963,0.645,23.071540820312503,0.8161440131395219
2776508,"[""US"", ""CA""]",458.63,0.802243056,66730,0.645,367.93273277328,0.8780002415766889
7808112,"[""US"", ""CA""]",405.0175,0.86634375,103446,0.646,350.884379765625,0.8954570507066425
9915195,"[""TH""]",407.845,0.211,42186,0.646,86.055295,0.5726690528136185
6833239,"[""US"", ""CA""]",532.07,0.749630208,96421,0.647,398.85574477056,0.8701023176271515
1695096874431489,"[""GB""]",0.0,0.0,0,0.647,0.0,0.5154388326182991
9307701,"[""US"", ""CA""]",332.6714286,0.831261905,85072,0.647,276.5370854771075,0.8452912624812114
3022196,"[""GB"", ""DE"", ""IE""]",247.0333333,0.581277778,64645,0.648,143.59498707255742,0.6741520691155364
6561333,"[""NO"", ""DK"", ""GB"", ""SE"", ""IE""]",265.3125,0.740015625,100601,0.649,196.33539550781248,0.7667242552115653
8396283,"[""US"", ""CA""]",0.0,0.0,0,0.649,0.0,0.5170321520390667
2629786,"[""GB"", ""IE""]",281.2625,0.744234375,104653,0.65,209.3252208984375,0.7752695626748123
7619253,"[""IL""]",121.445,0.625953125,212014,0.652,76.018877265625,0.6534908347251301
6997655,"[""GB"", ""IE""]",554.965,0.651770833,54850,0.654,361.71000033584505,0.8160851387300577
3717936,"[""US"", ""CA""]",563.25,0.826296875,96098,0.655,465.41171484375,0.9403035557491752
1958955,"[""SA"", ""OM"", ""BH"", ""AE"", ""KW"", ""MA"", ""EG"", ""LB""]",951.29,0.735760417,117912,0.656,699.92152708793,1.0
1605028,"[""TR"", ""GB"", ""IE""]",313.7575,0.746802083,106516,0.656,234.3147545568725,0.7789163463837884
9756566,"[""US"", ""CA""]",0.0,0.0,0,0.656,0.0,0.5164255537123846
7989612,"[""GB"", ""LV"", ""IE""]",394.645,0.714484375,102386,0.657,281.96768617187496,0.7892411160168181
1398796,"[""US"", ""CA""]",595.6975,0.757354167,93325,0.657,451.1539838964825,0.8901010415374938
1878278,"[""FR""]",199.27,0.52184375,75871,0.659,103.98780406250002,0.6240841359513166
3357920,"[""VN""]",29.3,0.992458333,632,0.659,29.0790291569,0.790424934857669
1762949587637265,"[""BR""]",141.41,0.81865625,92128,0.659,115.7661803125,0.7540278592973569
9111566,"[""BY"", ""GB"", ""IE""]",153.39,0.864390625,101929,0.659,132.58887796874998,0.78092818243512
1763374037177361,"[""BR""]",307.4554839,0.771768817,84618,0.66,237.28455508966553,0.7943181486484971
3709162,"[""UA"", ""RU"", ""BY""]",73.29,0.161833333,7000,0.66,11.860764975570001,0.5273680822134911
8085619,"[""UA"", ""RU"", ""GB"", ""IE""]",828.38,0.88125,21405,0.66,730.009875,1.0
7066752,"[""IE"", ""FR""]",434.48,0.518760417,109345,0.66,225.39102597816,0.656063037885769
6052909,"[""US"", ""CA""]",304.1525,0.787682292,94098,0.66,239.57553831752998,0.739689227997513
6283878,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",337.825,0.577010417,51819,0.665,194.928544123025,0.6424399155546019
3810922,"[""US"", ""CA""]",385.1514286,0.640613095,73826,0.666,246.73304871911748,0.6897640575312661
3357930,"[""US"", ""CA""]",345.8,0.885618056,90157,0.667,306.2467237648,0.8114238082071741
7579980,"[""TH""]",5.35,0.0,172,0.667,0.0,0.5085897528066461
1695042394858498,"[""GB""]",192.8184615,0.774884615,110738,0.667,149.41205930431985,0.6968788030830627
5186309,"[""IE"", ""FR""]",255.6775,0.772723958,91567,0.667,197.56812977154502,0.71866258256789
2929502,"[""FR""]",337.835,0.30259375,19772,0.667,102.22675953125,0.5774378698075298
1732049616136194,"[""VN""]",359.905,0.8453125,90170,0.667,304.2321953125,0.7948377760467409
1694643307688962,"[""TH""]",111.884,0.226675,47268,0.667,25.3613057,0.5250336423305427
1659157348547589,"[""US"", ""CA""]",112.368,0.6079,20235,0.668,68.3085072,0.6008189218835109
3325238,"[""IE"", ""FR""]",365.545,0.602046875,78773,0.668,220.075224921875,0.6635376815825491
3835818,"[""US"", ""CA""]",480.06,0.788340278,75751,0.671,378.45063385668,0.808742688181343
1714333566444546,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",431.222,0.828541667,121261,0.671,357.285394727074,0.8124722586070505
3571359,"[""GB"", ""IT"", ""IE""]",326.7525,0.874348958,115867,0.671,285.695707898895,0.7984588519563104
1738792,"[""GB"", ""IE""]",378.41,0.577380208,66431,0.673,218.48644450928,0.6612547797278487
3197355,"[""KR""]",235.8,0.2409375,44360,0.673,56.8130625,0.5510445151076998
7232525,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""KW"", ""MA"", ""LB"", ""EG""]",693.045,0.39490625,87669,0.674,273.68780203125,0.6996426130582946
1006029,"[""CZ"", ""GB"", ""IE""]",381.8833333,0.722229167,63213,0.674,275.80728170044233,0.739134383425882
9752939,"[""GR""]",292.576,0.435820833,110106,0.675,127.51071603580802,0.6007625378187573
6738735,"[""ZA"", ""SA"", ""OM"", ""QA"", ""AE"", ""TR"", ""KW"", ""MA"", ""LB"", ""EG""]",806.275,0.511578125,204795,0.675,412.472652734375,0.7949951787688229
1598527,"[""US"", ""CA""]",1.23,0.0,73,0.676,0.0,0.5154601464806902
1769104234424322,"[""KH""]",303.0475,0.917328125,81611,0.677,277.9939949609375,0.8165486431193976
7730672,"[""US"", ""CA""]",434.8166667,0.905479167,77011,0.677,393.71743316123263,0.8641056371564745
7963939,"[""TH""]",347.355,0.287010417,30190,0.677,99.694503397035,0.5833236108513855
3933362,"[""GB"", ""IE""]",374.78,0.805807292,128172,0.679,302.00045689575995,0.7824632949528353
1707612269173761,"[""VN""]",267.3973333,0.888288889,94325,0.679,237.52608011861972,0.7874207462609779
1038008,"[""DE""]",219.695,0.19125,150000,0.679,42.01666875,0.5455213110482755
1671850728988677,"[""SA"", ""ZA"", ""OM"", ""BH"", ""QA"", ""IQ"", ""PK"", ""KW"", ""EG""]",353.8417778,0.743940741,124185,0.681,263.23731437328934,0.7422142719322761
9179505,"[""GB"", ""GR"", ""IE""]",336.222,0.642733333,130302,0.681,216.101086687926,0.6813638908625538
6103851,"[""SA"", ""BH"", ""ZA"", ""OM"", ""QA"", ""AE"", ""TR"", ""PK"", ""KW"", ""MA""]",136.645,0.6578125,94245,0.682,89.88678906250001,0.6330102691223108
2933698,"[""US"", ""CA""]",373.38,0.692954167,109500,0.682,258.73522687446,0.721637561096006
6251389,"[""US"", ""CA""]",0.0,0.0,0,0.684,0.0,0.52156613585832
5283668,"[""GB"", ""IE""]",338.06,0.547302083,67044,0.684,185.02094217898002,0.646817295901109
8980010,"[""MX"", ""CO"", ""AR"", ""CL"", ""PE"", ""BR""]",317.2066667,0.753708333,77846,0.684,239.08130797494363,0.739137038123162
2658951,"[""GB"", ""IE""]",328.6233333,0.698923611,71992,0.684,229.68260676889255,0.7139157310196771
6903900,"[""GB"", ""RO"", ""IE""]",0.0,0.0,0,0.685,0.0,0.5223286594487562
9152229,"[""UA"", ""RU"", ""GB"", ""IE""]",841.7175,0.689583333,70886,0.686,580.4343590944275,0.9178468675316027
1768509392482305,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",450.0616915,0.81115257,116952,0.688,365.0686977187721,0.8179458976242256
6825716,"[""US"", ""CA""]",469.2666667,0.831104167,80056,0.688,390.00948212857014,0.8388560704840237
1518623,"[""UA"", ""RU"", ""BY""]",298.47,0.324739583,105036,0.688,96.92502333801,0.5898072653827869
3383029,"[""JP""]",0.0,0.0,0,0.688,0.0,0.5246162302200644
7559160,"[""NO"", ""DK"", ""GB"", ""SE"", ""IE""]",345.7625,0.801130208,106665,0.69,277.0007835436,0.7760790364321447
6715607,"[""HR"", ""GB"", ""IE""]",810.92,0.822916667,88535,0.69,667.31958360364,0.9801080959711773
9657819,"[""GB"", ""IE""]",325.8525,0.424723958,9443621,0.693,138.39736352419501,0.6216870766181071
6585903,"[""CY"", ""GR""]",92.77,0.455104167,12745,0.694,42.22001357259,0.5570918187596647
1960716,"[""UA"", ""RU"", ""GB"", ""IE""]",751.4266667,0.894444444,65124,0.694,672.1094071032549,0.9938709373965448
2587769,"[""GB"", ""IE""]",193.66,0.654625,57046,0.694,126.7746775,0.6563082713025037
2157571,"[""GB"", ""RO"", ""IE""]",317.8366667,0.839416667,89306,0.696,266.7973954117039,0.7903240032577434
1768203847936033,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",291.17,0.752526042,86521,0.697,219.11300764914,0.7357709179530016
3019589,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",379.55,0.774651042,105385,0.698,294.0188029911,0.7774893407178618
1702615776441346,"[""TW""]",585.525,1.065802083,84188,0.698,624.0537646485749,0.9999999999999999
8051836,"[""JP""]",137.7175,0.224697917,5244816,0.698,30.9448353844475,0.5523277682664655
2237078,"[""FI"", ""NO"", ""DK"", ""GB"", ""SE"", ""IE""]",248.1975,0.593984375,67384,0.698,147.4254369140625,0.6378749514434128
6192927,"[""US"", ""CA""]",438.56,0.92409375,161011,0.698,405.270555,0.8486771003244346
1857863,"[""GB"", ""IE""]",277.74,0.82228125,122992,0.699,228.380394375,0.7366904830149396
9732175,"[""US"", ""CA""]",511.35,0.769041667,92356,0.7,393.24945642045003,0.8116354588568174
8706697,"[""US"", ""CA""]",479.8025,0.80684375,98250,0.702,387.125648359375,0.8169392879167883
1768509295170577,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",0.0,0.0,0,0.702,0.0,0.5351223719412617
8081376,"[""NL"", ""GB"", ""IE""]",213.0233333,0.788569444,72312,0.703,167.98369149940766,0.7025322462539443
8881701,"[""HR"", ""GB"", ""IE""]",513.6675,0.839203125,85689,0.704,431.0713712109375,0.8497145267134514
1709538761183233,"[""US"", ""CA""]",364.984,0.75085,21871,0.706,274.0482364,0.7477639707253074
1690429189950466,"[""SA"", ""BH"", ""OM"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",278.4517647,0.802941176,48836,0.707,223.5803874074933,0.7350212268727565
3238121,"[""TR"", ""GB"", ""IE""]",393.075,0.716401042,83897,0.707,281.59933958414996,0.7430228418491136
1768214539706402,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",234.2375,0.553734375,64354,0.708,129.7053556640625,0.6273836872459461
5175832,"[""GB"", ""DE"", ""IE""]",196.28,0.686083333,136130,0.708,134.66443660124,0.6537174414694541
1590898,"[""GB"", ""IT"", ""IE""]",436.12,0.746385417,88483,0.709,325.51360806204,0.7748275090094966
7781910,"[""VN""]",327.2975,0.627333333,62085,0.709,205.32463155756753,0.6841064652558201
3973592,"[""US"", ""CA""]",377.8333333,0.818326389,76394,0.712,309.19098728322246,0.7824435692100027
7029388,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",446.565,0.811869792,100289,0.712,362.55263366447997,0.8103864988315154
1764761367947266,"[""KH""]",344.7125,0.889901042,100578,0.713,306.760012940425,0.8036932157435284
5527768,"[""US"", ""CA""]",484.2933333,0.826291667,72372,0.714,400.1675456894436,0.8364086101675379
1695768862433282,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",439.2866667,0.736513889,70747,0.715,323.5407312770638,0.7759698900186498
7677885,"[""UA"", ""RU"", ""GB"", ""IE""]",127.19,0.640713542,29394,0.717,81.49235540698,0.623852680568279
7668088,"[""FR""]",109.525,0.401984375,55399,0.717,44.027338671875,0.5758274623776891
1765496560705538,"[""GB""]",335.34,0.7755625,88527,0.718,260.07712875,0.7496857551663151
2252195,"[""SE""]",0.0,0.0,0,0.718,0.0,0.5473188932390682
7761680,"[""GB"", ""KZ"", ""IE""]",251.2325,0.80021875,73876,0.718,201.04095710937497,0.7283005607008936
1312666,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.719,0.0,0.5480811758201811
8679887,"[""TR"", ""GB"", ""IE""]",251.535,0.665114583,97043,0.719,167.29959663490501,0.6757313113677407
2789685,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",356.3975,0.77990625,99940,0.719,277.95663773437497,0.7608968198376244
1702727788573698,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",151.81,0.751625,106145,0.719,114.10419125,0.671446889214341
1755154458300433,"[""FI""]",706.7575,0.078328125,104222,0.719,55.3589898046875,0.5850908900837789
6775555,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""TR"", ""PK"", ""KW"", ""MA"", ""EG""]",521.805,0.75184375,107259,0.72,392.31582796875,0.8197412305370589
7510915,"[""ES""]",245.0775,0.463973958,480222,0.72,113.709577691745,0.6256027540023912
9619516,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",454.325,0.593177083,98934,0.72,269.495178233975,0.731798214129932
8959015,"[""IE"", ""FR""]",367.275,0.543989583,37267,0.721,199.793774096325,0.6850516637570052
3950155,"[""MX"", ""CL"", ""CO"", ""AR"", ""PE"", ""BR""]",507.112,0.906395833,137376,0.722,459.644203664296,0.8891624814599501
6391371,"[""US"", ""CA""]",354.9,0.882770833,25300,0.722,313.2953686317,0.8120215211287798
2015531,"[""MX"", ""CL"", ""CO"", ""AR"", ""PE"", ""BR""]",340.235,0.724244792,120087,0.723,246.41342680612001,0.7339047956947481
9276652,"[""GB"", ""IE""]",0.0,0.0,0,0.724,0.0,0.5518925887257458
2269073,"[""JP""]",111.2766667,0.169951389,1608180,0.724,18.91162406895505,0.5639898058836766
1773649308319761,"[""DE""]",164.665,0.854958333,59594,0.727,140.781713903445,0.7278452655113183
9677967,"[""UA"", ""RU"", ""GB"", ""IE""]",464.6166667,0.794993056,77013,0.727,369.36702372836646,0.8208233601988204
1716135074511874,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",161.005,0.601489583,38352,0.728,96.84283031091499,0.6306205084249655
1684179628175361,"[""US"", ""CA""]",384.298,0.367791667,104045,0.729,141.341602044766,0.6512947412945753
3261779,"[""GB"", ""IL"", ""IE""]",337.1866667,0.754659722,80116,0.729,254.46119615392865,0.7494269910786551
2019221,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",251.4895238,0.690380952,54808,0.73,173.62357685907068,0.6924382442018988
5677721,"[""VN""]",329.165,0.748046875,97535,0.73,246.230849609375,0.7436215204298595
3109128,"[""PT""]",268.07,0.477963542,396298,0.731,128.12768670394001,0.6438059995532025
1769302206223362,"[""GB""]",165.48,0.744727273,52394,0.731,123.23746913603999,0.6813304407712845
2191032,"[""ID""]",177.245,0.1421875,35972,0.732,25.2020234375,0.5744022472040281
1769753719517201,"[""DE""]",241.15,0.7051875,20068,0.733,170.055965625,0.6972020448542637
7330192,"[""MX"", ""CO"", ""AR"", ""CL"", ""PE"", ""BR""]",0.0,0.0,0,0.733,0.0,0.5587531319557619
1765665791819793,"[""KH""]",301.702,0.906316667,91921,0.733,273.437551067234,0.8055353025228736
5296593,"[""GB"", ""IE""]",184.4975,0.883072917,119519,0.734,162.9247455042075,0.7482330809000683
3318612,"[""PL"", ""GB"", ""IE""]",351.1575,0.816833333,91791,0.736,286.83715113294755,0.7842106542416919
1726873294586882,"[""JP""]",0.0,0.0,0,0.737,0.0,0.5618022622802136
3515233,"[""PH"", ""MY"", ""ID""]",93.42666667,0.430423611,24833,0.738,40.21304323179474,0.5892151883345883
1672986689382406,"[""KZ""]",234.8225,0.825833333,97277,0.738,193.9242478383925,0.7432552686745528
1748544247125010,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",292.33,0.678776042,80656,0.739,198.42660035785997,0.708913087800976
2972398,"[""JP""]",271.9325,0.439135417,1552008,0.739,119.4151917833525,0.6439312547232569
2279136,"[""GB"", ""IE""]",418.605,0.830578125,100974,0.739,347.684156015625,0.8227194220340556
6253687,"[""PL""]",252.96,0.507614583,36754,0.74,128.40618491568,0.6508554349057172
5911828,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",359.1525,0.638588542,78396,0.74,229.350671330655,0.7196623046126948
7339032,"[""PL"", ""GB"", ""IE""]",0.0,0.0,0,0.74,0.0,0.5640891100235522
8299766,"[""US"", ""CA""]",348.9875,0.879104167,116671,0.74,306.7963654809125,0.8118576222043518
6152007,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",530.1,0.360625,112559,0.741,191.16731249999998,0.6943937109909694
3583235,"[""MY"", ""SG""]",288.4525,0.392125,52967,0.741,113.1094365625,0.6411858995459986
1707735171866626,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",288.64,0.687708995,76519,0.742,198.5003243168,0.7127535695441973
1553682,"[""ID""]",382.07,0.620927083,90503,0.742,237.23761060181,0.7265594519880861
1501968,"[""US"", ""CA""]",424.435,0.891145833,102684,0.743,378.233481629355,0.8545509906447907
5616887,"[""AT"", ""BE"", ""NL"", ""CH"", ""DE""]",361.94,0.571638889,55702,0.743,206.89897948466,0.7066415068204381
2326827,"[""MX"", ""CL"", ""AR"", ""CO"", ""PE"", ""BR""]",577.7725,0.652697917,90891,0.744,377.11090724988253,0.8234170663149621
1767396942046210,"[""GB""]",348.99,0.691645833,19682,0.744,241.37747925867,0.7407425743633219
1889992,"[""TW"", ""SG""]",92.45,0.436055556,33273,0.744,40.3133361522,0.5938509681694075
6112073,"[""SE""]",186.845,0.897427083,7124567,0.745,167.67976332313498,0.6812999972937741
